path,role,reviewLevel,change,findings,disposition,tests,sha256
src/agent/profiles/AgentProfileCompiler.ts,将可序列化 profile/ref/override 编译成 preset、stage、policy、actionSpace 与并发计划。,full-source-read-this-round,M,RUNTIME-005,未发现有证据可直接删除的职责；声明式profile/barrel与公开接口按现有消费者保留。,,063a6e0f0b00fe9f92d76a53eddb93bc2ee9eea324ce7986cbdaff8e615e9308
src/agent/profiles/AgentProfileRegistry.ts,内置与自定义 profile 注册、查找及禁止函数/Set/Map 的序列化检查。,full-source-read-this-round,unchanged,,未发现有证据可直接删除的职责；声明式profile/barrel与公开接口按现有消费者保留。,test/plan-agent-run.test.ts,57f6be487aae0aa890bd29be13463a9d4d333633fe5952788ef230be61fa7a4d
src/agent/profiles/AgentStageFactoryRegistry.ts,scan/relation/generate/strict stage 工厂；组合动态分析预算与终端提示。,full-source-read-this-round,unchanged,,未发现有证据可直接删除的职责；声明式profile/barrel与公开接口按现有消费者保留。,"test/generate-analyze-budget.test.ts, test/strict-iterative-analysis.test.ts, test/strict-production-chain.test.ts",6921b5306486ee823b81ec437f4d4a8f17ddadd4beb8e8cc71dcb75f72a16585
src/agent/profiles/definitions/evolution.profile.ts,可序列化业务profile定义；声明技能、strategy工厂、预算/并发或strict投影。,full-source-read-this-round,unchanged,,未发现有证据可直接删除的职责；声明式profile/barrel与公开接口按现有消费者保留。,,6c449d983ab7544976d178bbed01fdd17d300498e135fc3be0e5f648c8f9e342
src/agent/profiles/definitions/generate.profile.ts,可序列化业务profile定义；声明技能、strategy工厂、预算/并发或strict投影。,full-source-read-this-round,unchanged,,未发现有证据可直接删除的职责；声明式profile/barrel与公开接口按现有消费者保留。,,e7896650f87a5d344926a6fe6804e241948c6a4e49026b12abf4b1680d337620
src/agent/profiles/definitions/index.ts,公开或内部barrel；逐行审阅re-export，保留稳定消费边界。,full-source-read-this-round,unchanged,,未发现有证据可直接删除的职责；声明式profile/barrel与公开接口按现有消费者保留。,test/module-mining-agent-run.test.ts,8442d8d3d2796bdf333890288e5dc9de803253463c61d44941ae1c8a7a6246b4
src/agent/profiles/definitions/module-mining/ScopedModuleMiningProfile.ts,可序列化业务profile定义；声明技能、strategy工厂、预算/并发或strict投影。,full-source-read-this-round,unchanged,,未发现有证据可直接删除的职责；声明式profile/barrel与公开接口按现有消费者保留。,test/module-mining-agent-run.test.ts,0ecc28a9520e95073eb9c2e7c74e290fa5a3a6f3f7bc79cc3e27bc321ef9d7c1
src/agent/profiles/definitions/plan.profile.ts,可序列化业务profile定义；声明技能、strategy工厂、预算/并发或strict投影。,full-source-read-this-round,unchanged,,未发现有证据可直接删除的职责；声明式profile/barrel与公开接口按现有消费者保留。,,39d4c3b23405597a58885980ccb3cc81a32e41e08e229beeeef13be498a1a17b
src/agent/profiles/definitions/relation.profile.ts,可序列化业务profile定义；声明技能、strategy工厂、预算/并发或strict投影。,full-source-read-this-round,unchanged,,未发现有证据可直接删除的职责；声明式profile/barrel与公开接口按现有消费者保留。,,9e4a455f8a42d440c079b197d892f830980ebb6e7e7d782473b9ee51c905616b
src/agent/profiles/definitions/scan.profile.ts,可序列化业务profile定义；声明技能、strategy工厂、预算/并发或strict投影。,full-source-read-this-round,unchanged,,未发现有证据可直接删除的职责；声明式profile/barrel与公开接口按现有消费者保留。,,56cd32384c72bb5232f832bb532e93525802c290e9c9d5287d7ed67dd7da8f4e
src/agent/profiles/definitions/signal.profile.ts,可序列化业务profile定义；声明技能、strategy工厂、预算/并发或strict投影。,full-source-read-this-round,unchanged,,未发现有证据可直接删除的职责；声明式profile/barrel与公开接口按现有消费者保留。,,543a44ed788a4fded9da0b15c3741b614028270f119c47518a93b642e12795f3
src/agent/profiles/definitions/translation.profile.ts,可序列化业务profile定义；声明技能、strategy工厂、预算/并发或strict投影。,full-source-read-this-round,unchanged,,未发现有证据可直接删除的职责；声明式profile/barrel与公开接口按现有消费者保留。,,20a4cc7b42d1cd11e43512c5500c1e5dfc8464869678f915b96f4190ef712ca1
src/agent/profiles/index.ts,公开或内部barrel；逐行审阅re-export，保留稳定消费边界。,full-source-read-this-round,unchanged,,未发现有证据可直接删除的职责；声明式profile/barrel与公开接口按现有消费者保留。,"test/agent-surface-floor.test.ts, test/feishu-remote-removal.test.ts, test/remaining-host-contract.test.ts",81552ab7b6f061887968c40bae3eb5e9d1fb34bd1d270a85b863182fd09f1115
src/agent/profiles/presets/chatPreset.ts,对话运行时默认块：conversation+analysis、Single、Budget与memory。,full-source-read-this-round,unchanged,,未发现有证据可直接删除的职责；声明式profile/barrel与公开接口按现有消费者保留。,,c53c26e699fda1e8cd2696b30eac6461ae7a57aa1f56c0bb4e99a39add00ed45
src/agent/profiles/presets/evolutionPreset.ts,知识进化运行时默认块及decision-only retry提示。,full-source-read-this-round,unchanged,,未发现有证据可直接删除的职责；声明式profile/barrel与公开接口按现有消费者保留。,,64845a26608533caadf308fc58b913b123b95865ab2797cb670c74a7258dc554
src/agent/profiles/presets/index.ts,公开或内部barrel；逐行审阅re-export，保留稳定消费边界。,full-source-read-this-round,unchanged,,未发现有证据可直接删除的职责；声明式profile/barrel与公开接口按现有消费者保留。,,b7b6e67c914c7e118fd0a2094d690a185510a0837630c8652ffc620b56c3696a
src/agent/profiles/presets/insightPreset.ts,analyze→quality_gate→produce→rejection_gate及独立预算/提示。,full-source-read-this-round,unchanged,,未发现有证据可直接删除的职责；声明式profile/barrel与公开接口按现有消费者保留。,,d435600495c128824633abe77cb0ea52af721257b31b6bb5ddf5241e2ad745a1
src/agent/profiles/presets/types.ts,preset工厂与可执行strategy配置结构。,full-source-read-this-round,unchanged,,未发现有证据可直接删除的职责；声明式profile/barrel与公开接口按现有消费者保留。,,706936b422cc7327887189a1cc518b861186c583477e3cd366dbbc40dad515dc
src/agent/prompts/index.ts,受限公开 facade 或内部 barrel；已核对转导出归属,full-source,unchanged,,公共 30 名集和邻仓消费存在；只维护 named re-export，不改成广泛 export-star evaluation。,test/contract-surface.test.ts,cb1c01a33683f35002fcbe37acbb75186c460310be538624f93a2b9c965c88df
src/agent/prompts/insightAnalyst.ts,Analyst 系统提示、规模预算、上下文装配,full-source,M,KNOW-06,未发现可直接删除的无消费者能力；保留职责边界，优先行为修复。,"test/llm-input-correctness.test.ts, test/llm-input-layering.test.ts",8b9021b4252051353f9d30da908a9cbbeecb4a463ba99e0502d3660538fc024c
src/agent/prompts/insightEvolver.ts,已有 Recipe 验证与演化提案提示,full-source,unchanged,,未发现可直接删除的无消费者能力；保留职责边界，优先行为修复。,,c67bf3a103440ea05d0518e792fae2c0d28fb0deafa748b9274cf2f7e6e00cca
src/agent/prompts/insightGate.ts,retry/record-repair/summary-rewrite 提示,full-source,M,"KNOW-05, KNOW-06, KNOW-13",统一 evidenceRefs 协议，修复 CodeSnippet 字段；不以大块固定 prompt 快照取代行为测试。,"test/summary-rewrite-gate.test.ts, test/evidence-recording-phase-chain.test.ts",2c799cd03802d09db45b8a53f1fd8d392d6d76ad5ddd6bfc134ab043eea00c05
src/agent/prompts/insightProducer.ts,Producer 结构化发现、证据引用、Core authoring 指引与压缩,full-source,unchanged,,代码片段注入恢复后“refs-first 不再注入正文”注释已过期；公共 v1/v2 均有邻仓测试消费者，保留。,"test/llm-input-layering.test.ts, test/recipe-authoring-inprocess-flatten.test.ts",628e7c3cac836d1aaeecc94dbbbeb0a1a8c1e2d4fa5e1a94c15e8f54cf69d651
src/agent/prompts/scanPrompts.ts,scan extract/summarize 任务文本配置,full-source,unchanged,,存在鼓励读取失败仍提交/提交优先于验证的旧文案，与台账事实约束矛盾；建议随证据协议同步精简，不增加产出数量要求。,,4d65ed4966beac4c063a5a426ad5e65bf7759fca7912e176102c03e7016a0b4e
src/agent/runs/evolution/EvolutionAgentRun.ts,演化审计 run 入口及工具决策结果投影,full-source,M,KNOW-07,与 gate evaluator 共用结果解释，不再维护第二份 decision ID 遍历。,,82424e20275ed5e50379f7d73620c270a9207079f43328a349a53a8dfb352b7c
src/agent/runs/index.ts,受限公开 facade 或内部 barrel；已核对转导出归属,full-source,unchanged,,runModuleMining alias 是邻仓 service 真实 wire 名，不删。,test/contract-surface.test.ts,c580d5c0c2e91387751ce6f7d181a16c2f16c1ff4357b22c691a9cdfcec79435
src/agent/runs/module-mining/ModuleContextAssembler.ts,模块导航上下文和保目录内聚的超大模块拆分,full-source,unchanged,,未发现可直接删除的无消费者能力；保留职责边界，优先行为修复。,test/module-context-assembler.test.ts,0b33ad1b8723d950beca633cf60b3d3e3099c313ba006cab86df306bcfcb3ce3
src/agent/runs/module-mining/ScopedModuleMiningAgentRun.ts,模块归一、fanout 入口和按规模预算下发,full-source,unchanged,,未发现可直接删除的无消费者能力；保留职责边界，优先行为修复。,"test/module-mining-agent-run.test.ts, test/mining-e2e-pipeline.test.ts, test/pipeline-outcome-abandoned.test.ts",2ed9e3abd4815d23bc316b6c62d6813dcc817be3149072a927c314291b8fb864
src/agent/runs/plan/PlanAgentRun.ts,普通/严格 Plan cognition、Core receipt 校验与修复因果链,full-source,unchanged,,未发现可直接删除的无消费者能力；保留职责边界，优先行为修复。,"test/plan-agent-run.test.ts, test/strict-production-chain.test.ts",0960a407c2e88625c0bf2817e006d71fc5ca6530e6e3cbb6d70f3ba0fed3fa93
src/agent/runs/relation/RelationAgentRun.ts,关系发现 run 与 JSON 输出投影,full-source,M,KNOW-04,未发现可直接删除的无消费者能力；保留职责边界，优先行为修复。,,c70b0a18cf179eaaa3336f7cca7ac34a8f75082d4c4c47ee5cdbe15c519ca22a
src/agent/runs/scan/ScanAgentRun.ts,普通 scan run 与系统上下文入口,full-source,unchanged,,onParseError 仍被邻仓调用；不删。toScanFileCache 与 persisted projection 有明确分工。,test/scan-run-production-integration.test.ts,100b6b20bb640a9a035da2a53c0de891af541a961b5d3c6fa56a2e30efdddc4b
src/agent/runs/scan/ScanRunProjection.ts,仅 persisted knowledge-submit created 结果可成为 Recipe,full-source,unchanged,,onParseError 是遗留 no-op，但邻仓 HTTP ai/extract 仍传入；只标记兼容/弃用，不单仓删公开输入。,"test/scan-run-projection.test.ts, test/scan-run-production-integration.test.ts",a6598bcad3e8a8129924649f18070cc72cefa6f44becf9be04c341f075201f7d
src/agent/runs/translation/TranslationAgentRun.ts,translation run 与安全 JSON 字段投影,full-source,unchanged,,未发现可直接删除的无消费者能力；保留职责边界，优先行为修复。,,1353bb1be988096f460b2d78cd0d3e2932d7b903ed37accab9fbf0b040b5ce83
src/agent/runtime/AgentEventBus.ts,进程内语义事件、订阅与公开 request/reply API。,full-source-read-this-round,M,RUNTIME-010,未发现有证据可直接删除的职责；声明式profile/barrel与公开接口按现有消费者保留。,test/feishu-remote-removal.test.ts,75acef20f998e18a82d68f601baa9688fe4cf7db67808171fea67f1795239f20
src/agent/runtime/AgentInterfaceContract.ts,公共结果分支、Core failure taxonomy 投影和契约静态一致性校验。,full-source-read-this-round,unchanged,,未发现有证据可直接删除的职责；声明式profile/barrel与公开接口按现有消费者保留。,test/agent-dcr-retirements.test.ts,982ef82efedcb981d9254dc86a5c49a1fa4531d9589febdcb134572b36c93402
src/agent/runtime/AgentMessage.ts,HTTP/CLI/MCP/internal 消息与回复 callback 的统一输入信封。,full-source-read-this-round,unchanged,,未发现有证据可直接删除的职责；声明式profile/barrel与公开接口按现有消费者保留。,"test/evidence-recording-phase-chain.test.ts, test/feishu-remote-removal.test.ts, test/pipeline-outcome-abandoned.test.ts, test/strict-iterative-analysis.test.ts, test/strict-production-chain.test.ts",ad478dc56880a01ff936139a86ac23832f2371a48ece534e4376cfda5b3dfe96
src/agent/runtime/AgentRuntime.ts,执行入口、ReAct 主循环、工具调用、预算、信号、过程事件与最终结果。,full-source-read-this-round,M,"RUNTIME-001, RUNTIME-014, RUNTIME-017",未发现有证据可直接删除的职责；声明式profile/barrel与公开接口按现有消费者保留。,"test/AgentRuntime.test.ts, test/evidence-recording-phase-chain.test.ts",ed7b31a3c7a45a67031bd2b4dfc5ad1f03ca4501338bdf03b376e03caa017b82
src/agent/runtime/AgentRuntimeBoundary.ts,包公开入口和 Agent/Core/Host 的责任边界数据。,full-source-read-this-round,unchanged,,未发现有证据可直接删除的职责；声明式profile/barrel与公开接口按现有消费者保留。,test/agent-dcr-retirements.test.ts,e6bc136a27daa734ebd215203ab9b7c712b3e1c0d1dd917e8d577955f89acc14
src/agent/runtime/AgentRuntimeResponsibility.ts,运行时分解 seam、术语、feature flag 与模型/API边界元数据。,full-source-read-this-round,unchanged,,未发现有证据可直接删除的职责；声明式profile/barrel与公开接口按现有消费者保留。,,85a4ff091a61e4d2e91594e4760b551d7cae543a7e97a4397982df2d05f0f98c
src/agent/runtime/AgentRuntimeTypes.ts,运行时输入、LLM响应、工具记录、诊断与结果的类型契约。,full-source-read-this-round,unchanged,,未发现有证据可直接删除的职责；声明式profile/barrel与公开接口按现有消费者保留。,"test/mining-e2e-pipeline.test.ts, test/scan-run-projection.test.ts",18351226f9a4fe219544a246c3047f1ba173cbfd068fd76c86449e794bdacf2e
src/agent/runtime/AgentState.ts,带历史、guard/action 与 EventEmitter 的状态机。,full-source-read-this-round,unchanged,,state是execute外的实例字段；重复execute后safeTransition不能从completed重新start。需明确Runtime是否可复用/并发，再决定新增重置或拒并发；不借清理裁掉接口。,,53713b82b57c88b6478e713de1765fd836466834c12fe83bc069cf2bdd8bf0cb
src/agent/runtime/AnalyzeGroundingGuard.ts,显式 guard 模式下构建 grounding 政策与 analyze 文本轮阻断决策。,full-source-read-this-round,unchanged,,未发现有证据可直接删除的职责；声明式profile/barrel与公开接口按现有消费者保留。,,473ffcaa5a2abd7b84553a693c7d58e5c44c1787e46e8ec3bbd5655049281174
src/agent/runtime/BudgetController.ts,上下文压缩触发、L4 冷却、token 使用计量及工具输出预算。,full-source-read-this-round,M,RUNTIME-007,maxSessionTokens config声明未由BudgetController消费；token硬停由Policy/ExitController承担，不能孤立补成另一套预算权威。#tracker/#forcedSummarize部分字段未使用，公开summary语义先核查后清理。,,36b5532c0b8d1585eb1fe32dba8f0902a54b112a640e5e361b8134605626f22a
src/agent/runtime/DiagnosticsCollector.ts,统一诊断/效率计数、聚合、序列化及去重调用信封记录。,full-source-read-this-round,unchanged,,未发现有证据可直接删除的职责；声明式profile/barrel与公开接口按现有消费者保留。,test/durable-semantic-review-runtime.test.ts,31870263428d2ba8d698885b6cf8e1e5b75d9a577cbf9cabe8b04eff01e27e18
src/agent/runtime/ExitController.ts,实际使用 pre-iteration 退出检查；另含尚未接入主循环的 post-* 公共检查器。,full-source-read-this-round,M,,checkAfterLLM/checkAfterAiError/checkAfterToolCalls/checkAfterTextResponse/checkToolChoiceViolation在src没有调用，而Runtime保留同职责分支；这是可清理重复路径候选，但该类公开导出，删除方法须先确认外部兼容，不列为本轮必修。,,a67598cad09777fbc5fa269fa8ed3c6567f2c5b18a3168f56657dbc3b2b0a1fd
src/agent/runtime/HookSystem.ts,有顺序/once/错误诊断的同步与异步 hook，含可阻断工具执行事件。,full-source-read-this-round,M,RUNTIME-019,agent:exit有默认桥接但主循环未emit；不要为凑事件覆盖凭空加新流程，结合状态修复明确event contract。,,a8dc3c20ab48787dfe010fff4fd6fd56a1a15880f3382b58c34534fdb25edcd6
src/agent/runtime/LLMInputAssembly.ts,组装 identity/stage/tool/task/evidence/runtime layer，并压缩重复输入与提交历史。,full-source-read-this-round,unchanged,,模型控制文本的子串去重有语义损失风险，但本轮只报已确认measurement双计；不擅自改grounding默认off或升级证据门。,,a2dc7031dc9da26636f35fcbeb4be0d3a0e438a4cdfa0ae3448dce023e6dfac8
src/agent/runtime/LLMInputMeasurement.ts,provider 输入与分节 token估算、重复文本度量。,full-source-read-this-round,M,RUNTIME-015,未发现有证据可直接删除的职责；声明式profile/barrel与公开接口按现有消费者保留。,,7b5465f34784672997c0fc24366c7c3ac9465e42523973eccd059a9e98b51a84
src/agent/runtime/LLMResultType.ts,LLM循环 continue 控制结果及公开枚举。,full-source-read-this-round,unchanged,,未发现有证据可直接删除的职责；声明式profile/barrel与公开接口按现有消费者保留。,,dbd8b20b486cdcb5c1f372ca9c968c2bf5aa7708fccbe2374aa83d42d56829c2
src/agent/runtime/LoopContext.ts,一次 reactLoop 的依赖、状态、预算、证据、累计token与结果投影。,full-source-read-this-round,unchanged,,未发现有证据可直接删除的职责；声明式profile/barrel与公开接口按现有消费者保留。,,f25b330056f15e3f2d2289e9eed273591b8b123184e724288c85951354a550ee
src/agent/runtime/MessageAdapter.ts,ContextWindow 与裸消息数组的统一适配接口。,full-source-read-this-round,unchanged,,未发现有证据可直接删除的职责；声明式profile/barrel与公开接口按现有消费者保留。,,4ee452d4f213aeb51b5aa89929c5c3cbed9c0ce8dd668b9a1c9ac11fe7c529e1
src/agent/runtime/PcvNodeEvidenceRecorder.ts,观察运行节点/输入/工具/发现/quality gate/source ref 证据并供宿主审计投影。,full-source-read-this-round,unchanged,,保持observe-only；本轮不把sourceRef诊断/分类变成新的质量门。复制/命名辅助函数较多，未证实可删除的实际消费路径。,,5644aaf5664eff5d4a70b9aeb97fbad42ab02cfb9bc2568c05501c6a21a8ac37
src/agent/runtime/ProviderToolChoicePolicy.ts,ModelQuirks 驱动的工具可见性/toolChoice provider 兼容策略，与 grounding guard 解耦。,full-source-read-this-round,unchanged,,未发现有证据可直接删除的职责；声明式profile/barrel与公开接口按现有消费者保留。,,e578a232ba850db704ec33d780de1a1863e89b38024e0dc56c35364bef67ba4c
src/agent/runtime/SystemPromptBuilder.ts,persona、预加载文件清单、capability context、语言与轮次预算提示组装。,full-source-read-this-round,unchanged,,未发现有证据可直接删除的职责；声明式profile/barrel与公开接口按现有消费者保留。,,13b90981e650e2531f455e33625b5fd9b2656182c393314d46550623c3090562
src/agent/runtime/SystemRunContext.ts,规范构建和投影 scope/ActiveContext/trace/sharedState，维护同scope关联。,full-source-read-this-round,unchanged,,未发现有证据可直接删除的职责；声明式profile/barrel与公开接口按现有消费者保留。,test/mining-e2e-pipeline.test.ts,cb19c70ef640d063b649a9aa6c82af688a11ff62fb94583541c72e4f263ac5ad
src/agent/runtime/ToolExecutionPipeline.ts,action权限/阶段门、参数大小、重复缓存、实际router执行、证据与提交记账中间件。,full-source-read-this-round,M,"RUNTIME-011, RUNTIME-012, RUNTIME-013",未发现有证据可直接删除的职责；声明式profile/barrel与公开接口按现有消费者保留。,"test/EvidenceCapture.test.ts, test/EvidenceToolAndQuota.test.ts",7e7e9d68c85f67ff94e555ac6d824253cfb64d7b300f77de2b8bdb3fa227fcb0
src/agent/runtime/finalAnswer.ts,清除响应中的显式Final Answer前缀、memory标记与部分系统nudge噪声。,full-source-read-this-round,unchanged,,未发现有证据可直接删除的职责；声明式profile/barrel与公开接口按现有消费者保留。,,13843626160ec90b1819671cf63c6cb6a20ea9c2b29181adff0e4f16f76f7770
src/agent/runtime/forcedSummary.ts,无最终文本时生成受限Markdown/dimensionDigest及失败时本地摘要。,full-source-read-this-round,M,RUNTIME-016,未发现有证据可直接删除的职责；声明式profile/barrel与公开接口按现有消费者保留。,,48ed13485558e5dd67b313e944224be1239173d2ec12cf7e0920402d6808a2bf
src/agent/runtime/index.ts,公开或内部barrel；逐行审阅re-export，保留稳定消费边界。,full-source-read-this-round,unchanged,,未发现有证据可直接删除的职责；声明式profile/barrel与公开接口按现有消费者保留。,"test/AgentRuntime.test.ts, test/BudgetController.test.ts, test/ExplorationStrategies.test.ts, test/contract-surface.test.ts, test/evidence-recording-phase-chain.test.ts, test/hook-system.test.ts, test/llm-input-layering.test.ts, test/pcv-observe-only-baseline.characterization.test.ts, test/pcv-observe-only-five-scenario.acceptance.test.ts, test/runtime-efficiency.test.ts",377ae12443580cab55ac592149fe94efcac811062843f78ba5be4e184230f3c9
src/agent/service/AgentRunContracts.ts,AgentService/profile/run/runtime 的公开契约。,full-source-read-this-round,M,,abortPolicy声明stop-new/cancel-running/finish-tier但coordinator完全不读；shouldAbort仅coordination轮询，单run不消费。恢复完整策略语义涉及契约选择，列后续决策而非擅自扩scope。,"test/agent-surface-floor.test.ts, test/mining-e2e-pipeline.test.ts, test/module-context-assembler.test.ts, test/module-mining-agent-run.test.ts, test/pipeline-outcome-abandoned.test.ts, test/plan-agent-run.test.ts, test/scan-run-production-integration.test.ts, test/scan-run-projection.test.ts, test/strict-production-chain.test.ts",489dd55c0f78b4476de87b7715fdbf6f6f2833966fd453beaef38ef7b9cbafc9
src/agent/service/AgentRuntimeBuilder.ts,编译profile/preset与宿主依赖组装成真实Runtime。,full-source-read-this-round,unchanged,,外部host实际消费；保留DI边界。RuntimeConfig的toolRegistry名义类型比builder最小duck接口宽，可内部精简但不能裁公开功能。,"test/mining-e2e-pipeline.test.ts, test/module-mining-agent-run.test.ts, test/plan-agent-run.test.ts",ccf44f0f8d7c6a64ff90c67224b334e81e776efa7fd64fe952ce0c58063b2a74
src/agent/service/AgentService.ts,对外run入口，编译profile、协调child或执行Runtime并映射结果。,full-source-read-this-round,M,"RUNTIME-002, RUNTIME-003",未发现有证据可直接删除的职责；声明式profile/barrel与公开接口按现有消费者保留。,"test/mining-e2e-pipeline.test.ts, test/module-context-assembler.test.ts, test/module-mining-agent-run.test.ts, test/pipeline-outcome-abandoned.test.ts, test/plan-agent-run.test.ts, test/scan-run-production-integration.test.ts",32c75924cfc38805d804d57fdb426c4f7b20b44aa4a5dda6ef83f20a69f450eb
src/agent/service/SystemRunContextFactory.ts,为system运行创建ContextWindow/MemoryCoordinator/scope/tracker。,full-source-read-this-round,unchanged,,未发现有证据可直接删除的职责；声明式profile/barrel与公开接口按现有消费者保留。,test/scan-run-production-integration.test.ts,ff24dfe7898c3c69359541762b79f0d15d6307a4ab65202f010368ed864a1c9a
src/agent/service/index.ts,公开或内部barrel；逐行审阅re-export，保留稳定消费边界。,full-source-read-this-round,unchanged,,未发现有证据可直接删除的职责；声明式profile/barrel与公开接口按现有消费者保留。,"test/agent-surface-floor.test.ts, test/contract-surface.test.ts",6733aec5512fa8dd8217f469f795b0eb5d7ea316ba4514328310bffcaf386688
src/agent/strategies/FanOutStrategy.ts,直接Strategy级tier并行执行，复用Runtime并合并item结果。,full-source-read-this-round,unchanged,,与AgentRunCoordinator是不同公开入口；共用Runtime会共享统计/state，需独立明确并发语义，不能仅按重复名字删除其中之一。,,47c926842377d82157d1d34e154ec547e17b724353b20a20342842a523c02eb5
src/agent/strategies/PipelineStrategy.ts,stage执行与timeout、gate retry/degrade/strict失败及阶段状态隔离。,full-source-read-this-round,M,RUNTIME-020,未发现有证据可直接删除的职责；声明式profile/barrel与公开接口按现有消费者保留。,"test/evidence-recording-phase-chain.test.ts, test/pipeline-outcome-abandoned.test.ts, test/strict-iterative-analysis.test.ts, test/strict-production-chain.test.ts",bcf7f7d5142ee8177bc5a1d8d40ffebffee8d32aee080cadc824efb262c9d557
src/agent/strategies/SingleStrategy.ts,单阶段委托 reactLoop。,full-source-read-this-round,unchanged,,未发现有证据可直接删除的职责；声明式profile/barrel与公开接口按现有消费者保留。,,c55c5333cccafdfe909d3955769a784d760ea72da8bb510c8c71b6c4e1b8a181
src/agent/strategies/Strategy.ts,StrategyRuntime、StrategyResult、FanOutItem及策略基类契约。,full-source-read-this-round,unchanged,,未发现有证据可直接删除的职责；声明式profile/barrel与公开接口按现有消费者保留。,,5d835931f8bbf115d0a30aee24c37e4d83b066b586e4fad5de047edd983b2ef6
src/agent/strategies/index.ts,公开或内部barrel；逐行审阅re-export，保留稳定消费边界。,full-source-read-this-round,unchanged,,未发现有证据可直接删除的职责；声明式profile/barrel与公开接口按现有消费者保留。,,d34eb04aea41d0b87d15d5e5475ee2f992e27a3582d2262dbef4f5fa7e66375d
src/agent/tasks/AgentTaskHandlers.ts,宿主task接口的查重/关系发现/enrich/quality/guard编排；依赖宿主工具invoke入口。,full-source-read-this-round,unchanged,,仍消费宿主提供的旧named tools，不能按内置registry找不到就删除；taskFullEnrich仅一批20是现有宿主协议面，扩大批处理属于范围决策。,,b82dce012b5f7cd6b53df551ed041a197b1ca8257d3d2ae0c65e150c3c6b77ec
src/agent/tasks/index.ts,公开或内部barrel；逐行审阅re-export，保留稳定消费边界。,full-source-read-this-round,unchanged,,未发现有证据可直接删除的职责；声明式profile/barrel与公开接口按现有消费者保留。,"test/agent-surface-floor.test.ts, test/remaining-host-contract.test.ts",b964829669af7dd8a603d5caf4dcb7fa1711a4fee33e10f3bfb242b84d8ccda8
src/agent/utils/Redaction.ts,开发者可见输入、输出与证据内容中的凭证脱敏。,full-source-read,M,PC-02,未发现可安全删除的实现；保留已声明能力与公开接口。,test/Redaction.test.ts,7bd75581867781463251a758a6d57fdab04eaa88fe92b422baab3696f5388605
src/agent/utils/toolOutcomes.ts,统一工具观察归一、持久化提交判定与演化结果语义。,root-implementation-and-regression-review,A,,新增共用实现或必要回归，无新增公开 package 入口。,,13eaff9dbd46b254514070d98939260d6f12485ca7370297e7b3251b6b736cc2
src/ai/AiFactory.ts,Provider 创建、环境探测、备用 provider 与 embedding provider 选择。,full-source-read,M,PC-15,未发现可安全删除的实现；保留已声明能力与公开接口。,test/AiFactory.test.ts,fa05141ec42ba8c1771093e9fb0aeccfa6f1186e067b571932ce13cb85c69163
src/ai/AiProvider.ts,统一 AI 公共契约、provider 配置、网关委派、摘要和 embedding。,full-source-read,M,"PC-05, PC-06",可去掉无作用的 _gatewayEmbed 三元 []:[] 和 _log 空 else；不要删除公开 provider 基类或其宿主兼容方法。,"test/OpenAiProvider.test.ts, test/transport-proxy.test.ts, test/embedding-capacity-hint.test.ts",8dc752064286995e40d270951d1d55508a1a218f8bc7c863f0c4dd4db36a5751
src/ai/AiProviderManager.ts,宿主 provider 热切换、token recorder、embedding fallback 和 DI 回调。,full-source-read,unchanged,,真实宿主 AiModule/ServiceContainer 使用此类，禁止因本仓没有 new 就删除；可更新注释说明宿主拥有DI。,"test/LLMGateway.test.ts, test/shared-ai-utils.test.ts",c7e450cc3b58b96670b4cf98a3a46414446d69aa2eb433a652e9308c1b4c4bf1
src/ai/deepseekToolCallCompat.ts,受工具名称白名单约束的 DeepSeek 文本 function_calls 兼容解析。,full-source-read,unchanged,,未发现可安全删除的实现；保留已声明能力与公开接口。,"test/LLMGateway.test.ts, test/shared-ai-utils.test.ts",8dfa7d15a5a6543cec770b3ef896db21b0c99c3460e3ef37bb46a088b51a3df3
src/ai/gateway/LLMGateway.ts,模型/参数解析、provider 可靠性控制、transport 生命周期和响应归一化。,full-source-read,M,"PC-16, PC-22",chat 与 chatWithTools 的请求装配/可靠性/计量重复可在修复 PC-16 时合并内部路径，保持公开返回类型。,test/LLMGateway.test.ts,102f455b0125539d90f0e31bd9d134af81ca31eea0d7d09ee8b6d5a448356f93
src/ai/gateway/index.ts,公共 barrel 导出；保留 package export/内部模块访问边界。,full-source-read,unchanged,,未发现可安全删除的实现；保留已声明能力与公开接口。,"test/LLMGateway.test.ts, test/shared-ai-utils.test.ts",a7d1736d038fc65f737d5c019811c9422f86419700e652f04eda6269f033de18
src/ai/guard/ParameterGuard.ts,基于模型声明过滤、限幅或降级生成参数。,full-source-read,unchanged,,未发现可安全删除的实现；保留已声明能力与公开接口。,"test/LLMGateway.test.ts, test/shared-ai-utils.test.ts",be03754e3a50c14aa4efd134e11bf775f46f92ab7e3d56ae30b82edca3e67987
src/ai/index.ts,公共 barrel 导出；保留 package export/内部模块访问边界。,full-source-read,unchanged,,未发现可安全删除的实现；保留已声明能力与公开接口。,"test/LLMGateway.test.ts, test/shared-ai-utils.test.ts",6e9da2e470f6c27dcb5008ff1174d49778593c1dd1fd8c85642c7a8dd22e8e23
